customerid,first_purchase,last_purchase,total_orders,total_revenue,tenure_days
15597.0,2011-11-04 13:26:00,2011-11-04 13:26:00,1,324.57,0
15598.0,2011-10-17 16:04:00,2011-10-17 16:04:00,1,240.68,0
15599.0,2011-05-19 13:05:00,2011-11-13 11:44:00,2,761.74,177
15601.0,2010-12-02 10:39:00,2011-11-28 15:15:00,14,6776.56,361
15602.0,2010-12-06 15:35:00,2011-12-01 14:14:00,9,1297.8700000000001,359
15603.0,2011-09-22 10:04:00,2011-09-22 10:04:00,1,48.480000000000004,0
15604.0,2011-10-18 14:47:00,2011-10-18 14:47:00,1,216.39000000000001,0
15605.0,2010-12-01 13:38:00,2011-11-03 14:17:00,5,1198.23,337
15606.0,2011-01-19 12:07:00,2011-10-09 15:47:00,9,2920.16,263
15607.0,2011-01-07 12:44:00,2011-01-07 12:44:00,1,104.76,0
15608.0,2011-08-11 09:56:00,2011-11-11 13:20:00,4,1093.68,92
15609.0,2011-06-08 13:00:00,2011-06-08 13:00:00,1,298.48,0
15610.0,2011-10-19 10:36:00,2011-10-19 10:36:00,1,112.46000000000001,0
15611.0,2011-01-09 11:32:00,2011-11-30 12:36:00,13,1591.45,325
15612.0,2011-10-09 12:49:00,2011-11-03 14:52:00,2,195.15,25
15615.0,2010-12-15 16:21:00,2011-11-29 14:42:00,23,10399.74,348
15618.0,2011-07-26 10:13:00,2011-11-07 08:34:00,4,776.851,103
15619.0,2011-11-29 08:14:00,2011-11-29 08:14:00,1,336.4,0
15620.0,2010-12-16 14:34:00,2011-10-14 12:41:00,3,1553.18,301
15621.0,2011-11-18 11:49:00,2011-12-05 14:01:00,4,1293.03,17
15622.0,2011-03-02 13:42:00,2011-10-27 16:44:00,9,3709.56,239
15623.0,2011-07-21 17:26:00,2011-07-21 17:26:00,1,301.03000000000003,0
15624.0,2011-03-28 13:32:00,2011-08-15 11:38:00,4,588.13,139
15625.0,2011-04-18 14:01:00,2011-08-28 10:21:00,4,1534.26,131
15626.0,2011-01-14 10:10:00,2011-09-26 10:03:00,2,675.8,254
15628.0,2010-12-08 09:51:00,2011-12-05 10:24:00,9,2870.2400000000002,362
15630.0,2011-05-19 10:16:00,2011-10-25 15:36:00,2,1186.35,159
15632.0,2011-03-10 08:29:00,2011-11-24 09:51:00,8,3285.31,259
15634.0,2011-11-22 16:28:00,2011-11-22 16:28:00,1,243.55,0
15636.0,2011-03-02 14:50:00,2011-09-11 11:17:00,2,724.76,192
15637.0,2011-10-18 08:28:00,2011-10-18 08:28:00,1,223.36,0
15639.0,2011-07-28 14:30:00,2011-07-28 14:30:00,1,425.32,0
15640.0,2010-12-02 15:40:00,2011-12-05 14:35:00,15,12515.66,367
15641.0,2010-12-15 14:45:00,2011-08-26 14:04:00,4,1887.2,253
15643.0,2011-03-02 14:34:00,2011-06-01 07:38:00,3,664.0,90
15644.0,2011-03-23 15:37:00,2011-06-26 14:54:00,4,813.0,94
15645.0,2011-11-21 11:55:00,2011-11-21 11:55:00,1,612.01,0
15646.0,2010-12-02 16:59:00,2011-07-05 09:53:00,3,447.64000000000004,214
15648.0,2011-03-17 18:59:00,2011-05-19 15:53:00,2,657.35,62
15649.0,2010-12-07 10:06:00,2011-01-07 13:34:00,2,816.0,31
15651.0,2011-03-24 08:56:00,2011-11-03 08:41:00,3,646.3,223
15652.0,2011-09-09 14:22:00,2011-09-09 14:22:00,1,337.74,0
15653.0,2011-08-16 09:50:00,2011-09-08 10:49:00,2,877.44,23
15654.0,2011-11-13 15:15:00,2011-11-30 13:08:00,2,922.53,16
15655.0,2011-04-10 15:25:00,2011-04-10 15:25:00,1,560.6700000000001,0
15656.0,2011-02-28 15:32:00,2011-10-25 14:56:00,4,748.5,238
15657.0,2011-11-17 12:19:00,2011-11-17 12:19:00,1,30.0,0
15658.0,2010-12-02 10:53:00,2011-06-02 15:22:00,5,1024.1000000000001,182
15659.0,2011-10-27 09:23:00,2011-10-27 09:23:00,1,306.45,0
15660.0,2010-12-09 09:49:00,2011-11-14 16:58:00,9,1600.86,340
15661.0,2011-01-05 12:32:00,2011-01-26 13:56:00,2,309.8,21
15663.0,2011-08-25 15:50:00,2011-08-25 15:50:00,1,138.14,0
15664.0,2011-10-20 10:57:00,2011-10-20 10:57:00,1,386.43,0
15665.0,2011-04-10 15:09:00,2011-06-24 14:57:00,2,2242.01,74
15667.0,2011-10-31 10:56:00,2011-10-31 10:56:00,1,301.32000000000005,0
15668.0,2011-05-06 10:39:00,2011-05-06 10:39:00,1,76.32000000000001,0
15669.0,2011-03-21 09:13:00,2011-10-30 16:03:00,4,684.34,223
15670.0,2011-02-16 10:50:00,2011-02-16 10:50:00,1,173.05,0
15671.0,2011-03-14 09:37:00,2011-11-21 12:43:00,7,2657.13,252
15673.0,2011-01-16 16:25:00,2011-09-12 16:12:00,4,2881.02,238
15674.0,2011-03-30 09:19:00,2011-09-27 15:17:00,5,2446.6,181
15675.0,2011-03-04 14:21:00,2011-09-19 13:48:00,3,323.69,198
15676.0,2011-03-01 10:19:00,2011-11-21 12:40:00,3,3435.76,265
15677.0,2011-10-21 15:36:00,2011-10-21 15:36:00,1,657.23,0
15678.0,2011-10-18 09:25:00,2011-10-18 09:25:00,1,352.7,0
15679.0,2011-06-10 08:24:00,2011-11-15 16:19:00,4,781.28,158
15680.0,2010-12-08 14:43:00,2011-11-30 13:46:00,3,1333.68,356
15681.0,2011-03-04 13:46:00,2011-11-14 16:30:00,5,1426.16,255
15683.0,2011-08-14 12:56:00,2011-08-14 12:56:00,1,193.75,0
15687.0,2011-01-13 15:13:00,2011-12-01 08:33:00,9,2993.1,321
15689.0,2010-12-13 09:57:00,2011-08-12 09:37:00,2,254.1,241
15690.0,2011-08-31 11:40:00,2011-12-05 15:59:00,2,239.76,96
15691.0,2011-04-01 15:13:00,2011-04-01 15:13:00,1,136.8,0
15692.0,2011-11-11 14:12:00,2011-11-11 14:12:00,1,191.04,0
15694.0,2010-12-02 07:49:00,2011-12-09 09:44:00,14,6479.4,372
15695.0,2011-03-18 08:31:00,2011-03-18 08:32:00,2,409.98,0
15696.0,2011-01-17 11:24:00,2011-11-06 14:02:00,8,2736.46,293
15699.0,2011-11-22 08:26:00,2011-11-22 08:26:00,1,309.65,0
15700.0,2011-06-19 15:36:00,2011-06-20 16:53:00,2,696.68,1
15701.0,2011-08-21 12:36:00,2011-12-07 14:39:00,4,1542.14,108
15703.0,2011-03-20 10:51:00,2011-03-20 10:51:00,1,211.5,0
15704.0,2011-05-08 12:42:00,2011-07-22 13:35:00,4,2293.62,75
15705.0,2011-05-22 15:37:00,2011-05-22 15:37:00,1,143.1,0
15706.0,2011-08-15 14:32:00,2011-10-07 10:09:00,4,1060.56,52
15707.0,2011-09-14 14:19:00,2011-11-04 14:35:00,4,945.58,51
15708.0,2010-12-05 11:12:00,2011-10-30 10:54:00,7,3364.2400000000002,328
15709.0,2011-03-01 10:38:00,2011-03-01 10:38:00,1,133.25,0
15712.0,2011-02-25 11:32:00,2011-11-30 14:09:00,5,1072.3600000000001,278
15713.0,2010-12-08 15:16:00,2011-07-19 13:34:00,2,356.7,222
15714.0,2011-09-23 11:25:00,2011-11-28 11:26:00,2,330.88,66
15716.0,2010-12-05 12:26:00,2011-07-17 11:59:00,4,1118.81,223
15717.0,2011-04-19 13:21:00,2011-04-19 13:21:00,1,150.3,0
15719.0,2011-01-06 12:31:00,2011-11-07 12:29:00,13,5045.61,304
15720.0,2011-11-15 14:48:00,2011-11-15 14:48:00,1,598.73,0
15721.0,2011-11-28 12:14:00,2011-11-28 12:14:00,1,507.08000000000004,0
15722.0,2011-02-22 12:24:00,2011-11-04 11:43:00,5,2222.56,254
15723.0,2010-12-10 11:12:00,2010-12-10 11:12:00,1,203.10000000000002,0
15724.0,2011-02-28 10:40:00,2011-05-22 14:40:00,2,218.25,83
15725.0,2011-11-24 14:51:00,2011-11-24 14:51:00,1,415.25,0
15727.0,2010-12-15 15:47:00,2011-11-23 12:36:00,7,5178.96,342
15729.0,2011-05-11 12:36:00,2011-05-11 12:36:00,1,85.0,0
15730.0,2011-05-17 12:43:00,2011-10-05 12:31:00,3,1120.88,140
15732.0,2010-12-02 15:00:00,2011-05-11 14:24:00,2,294.12,159
15733.0,2011-03-02 09:05:00,2011-03-02 09:05:00,1,162.3,0
15734.0,2011-05-23 14:59:00,2011-08-17 10:50:00,2,1339.45,85
15737.0,2011-04-11 10:01:00,2011-11-25 11:21:00,8,1205.1200000000001,228
15738.0,2010-12-02 12:50:00,2011-11-21 08:26:00,16,4812.42,353
15739.0,2011-10-04 13:42:00,2011-10-04 13:42:00,1,449.12,0
15740.0,2011-10-21 14:29:00,2011-10-21 14:29:00,1,154.88,0
15743.0,2011-06-08 10:14:00,2011-11-23 17:19:00,4,784.46,168
15744.0,2011-09-23 09:52:00,2011-09-23 09:52:00,1,34.8,0
15745.0,2011-04-17 13:04:00,2011-11-20 13:45:00,4,1094.5900000000001,217
15746.0,2011-07-28 15:21:00,2011-07-28 15:21:00,1,196.88,0
15747.0,2011-06-20 11:30:00,2011-11-27 12:26:00,3,974.04,160
15748.0,2011-10-30 12:51:00,2011-10-30 12:51:00,1,149.31,0
15749.0,2011-01-11 12:55:00,2011-04-18 13:20:00,3,44534.3,97
15750.0,2010-12-08 10:36:00,2011-12-07 12:34:00,8,2465.48,364
15752.0,2010-12-02 09:43:00,2011-10-31 11:37:00,7,2637.38,333
15753.0,2011-02-08 12:41:00,2011-02-08 12:41:00,1,79.2,0
15754.0,2011-04-07 12:24:00,2011-10-19 14:40:00,3,458.57,195
15755.0,2011-02-18 11:53:00,2011-11-29 14:57:00,6,2364.25,284
15756.0,2011-04-04 14:00:00,2011-10-09 13:30:00,4,532.96,187
15757.0,2011-05-06 11:40:00,2011-10-05 12:14:00,2,714.42,152
15758.0,2011-11-15 10:48:00,2011-11-15 10:48:00,1,205.25,0
15759.0,2010-12-16 15:29:00,2011-05-05 15:13:00,3,253.04000000000002,139
15762.0,2011-09-23 15:17:00,2011-10-05 16:15:00,2,583.75,12
15763.0,2011-09-23 12:10:00,2011-11-08 09:44:00,2,1086.92,45
15764.0,2011-03-08 09:23:00,2011-09-12 17:58:00,6,3279.9700000000003,188
15766.0,2011-10-06 17:03:00,2011-10-06 17:03:00,1,315.06,0
15768.0,2011-04-28 09:20:00,2011-08-16 10:48:00,3,621.83,110
15769.0,2010-12-03 15:16:00,2011-12-02 13:52:00,26,56252.72,363
15773.0,2011-12-04 12:48:00,2011-12-04 12:48:00,1,635.6800000000001,0
15774.0,2011-10-02 12:04:00,2011-10-02 12:04:00,1,270.8,0
15775.0,2011-04-08 12:56:00,2011-04-08 12:56:00,1,104.9,0
15776.0,2011-07-29 13:46:00,2011-07-29 13:46:00,1,241.62,0
15777.0,2010-12-13 16:38:00,2011-04-12 16:43:00,4,1047.1100000000001,120
15780.0,2010-12-17 11:43:00,2011-06-09 12:01:00,3,475.28000000000003,174
15781.0,2011-02-07 09:15:00,2011-11-14 14:57:00,3,345.46000000000004,280
15782.0,2011-09-11 14:29:00,2011-11-30 10:49:00,3,2614.74,79
15783.0,2011-11-29 09:50:00,2011-11-29 09:50:00,1,246.3,0
15785.0,2011-02-17 14:17:00,2011-11-07 11:33:00,5,2328.9700000000003,262
15786.0,2011-08-17 13:33:00,2011-10-24 14:13:00,3,4932.2,68
15787.0,2011-10-09 13:11:00,2011-11-13 14:55:00,3,948.05,35
15789.0,2010-12-16 14:35:00,2010-12-16 14:35:00,1,351.3,0
15790.0,2011-11-29 14:53:00,2011-11-29 14:53:00,1,220.85,0
15791.0,2011-05-19 15:15:00,2011-10-27 10:14:00,2,1612.69,160
15793.0,2011-03-16 10:45:00,2011-11-25 09:31:00,3,965.61,253
15795.0,2011-07-13 10:43:00,2011-07-13 10:43:00,1,610.01,0
15796.0,2011-02-10 15:40:00,2011-12-08 19:55:00,8,2711.56,301
15797.0,2011-01-24 15:47:00,2011-08-18 17:04:00,4,2207.4,206
15799.0,2011-01-09 15:13:00,2011-09-25 12:46:00,3,884.14,258
15800.0,2011-04-07 12:39:00,2011-08-24 14:23:00,2,699.08,139
15801.0,2011-08-22 09:53:00,2011-10-24 13:52:00,3,1063.95,63
15802.0,2011-07-20 11:38:00,2011-07-20 11:38:00,1,451.42,0
15803.0,2011-10-19 14:56:00,2011-10-19 14:56:00,1,415.82000000000005,0
15804.0,2011-05-25 10:12:00,2011-12-09 12:31:00,13,4206.39,198
15805.0,2010-12-10 09:33:00,2011-11-16 16:32:00,17,5528.4800000000005,341
15806.0,2011-03-08 09:24:00,2011-10-24 14:35:00,3,784.58,230
15807.0,2011-09-23 14:43:00,2011-10-20 14:10:00,3,903.9,26
15808.0,2010-12-05 13:05:00,2011-02-06 14:33:00,4,3734.9700000000003,63
15809.0,2011-02-10 11:16:00,2011-11-03 16:40:00,5,515.77,266
15810.0,2011-02-16 09:11:00,2011-09-22 09:38:00,4,1391.98,218
15811.0,2010-12-09 15:29:00,2011-11-17 15:31:00,6,2218.62,343
15812.0,2011-01-26 12:12:00,2011-08-24 14:19:00,5,1801.14,210
15813.0,2011-04-14 09:09:00,2011-05-16 08:13:00,2,1303.9099999999999,31
15814.0,2011-10-20 09:04:00,2011-11-23 08:17:00,4,1945.3300000000002,33
15815.0,2011-03-25 08:43:00,2011-10-07 12:42:00,5,2100.6,196
15819.0,2011-03-08 09:45:00,2011-10-21 14:50:00,4,1905.45,227
15820.0,2011-01-24 12:00:00,2011-01-24 12:00:00,1,206.98,0
15821.0,2011-10-09 13:28:00,2011-10-26 15:48:00,2,570.96,17
15822.0,2010-12-15 13:38:00,2011-12-06 14:50:00,2,885.47,356
15823.0,2010-12-02 15:08:00,2010-12-02 15:08:00,1,15.0,0
15825.0,2011-06-20 13:27:00,2011-06-20 13:27:00,1,532.94,0
15826.0,2011-05-13 10:44:00,2011-10-14 16:05:00,3,1654.31,154
15827.0,2010-12-02 13:06:00,2011-09-27 15:35:00,14,1836.09,299
15829.0,2011-07-22 10:23:00,2011-09-01 16:45:00,2,636.14,41
15830.0,2011-11-02 10:40:00,2011-11-02 10:40:00,1,576.0,0
15831.0,2011-01-19 14:52:00,2011-10-12 13:14:00,3,801.76,265
15832.0,2011-03-30 15:29:00,2011-03-30 15:29:00,1,836.79,0
15834.0,2011-03-07 17:52:00,2011-09-30 14:41:00,4,2233.75,206
15835.0,2011-01-13 10:35:00,2011-10-26 15:47:00,4,954.09,286
15836.0,2011-10-20 17:13:00,2011-10-20 17:13:00,1,137.37,0
15837.0,2011-10-06 09:01:00,2011-10-06 09:01:00,1,391.98,0
15838.0,2010-12-07 11:26:00,2011-11-28 14:00:00,19,33643.08,356
15839.0,2011-07-14 16:35:00,2011-11-06 13:54:00,3,1048.49,114
15840.0,2011-06-20 11:42:00,2011-10-12 09:08:00,2,355.56,113
15841.0,2011-01-05 11:25:00,2011-09-28 12:15:00,4,1224.06,266
15843.0,2011-02-09 10:19:00,2011-02-09 10:19:00,1,118.95,0
15844.0,2011-10-24 15:19:00,2011-10-24 15:19:00,1,130.73999999999998,0
15845.0,2011-01-06 17:19:00,2011-11-22 09:42:00,8,3711.77,319
15847.0,2011-02-24 16:46:00,2011-11-01 14:41:00,2,389.27,249
15850.0,2011-06-24 14:16:00,2011-11-20 14:14:00,2,238.85,148
15852.0,2011-05-26 13:26:00,2011-06-06 11:22:00,2,160.71,10
15853.0,2011-10-19 10:38:00,2011-10-19 10:38:00,1,110.8,0
15854.0,2010-12-13 11:47:00,2011-12-05 13:39:00,12,2974.65,357
15855.0,2011-03-21 12:32:00,2011-07-26 10:20:00,5,712.24,126
15856.0,2010-12-09 13:34:00,2011-12-05 17:09:00,27,16387.57,361
15857.0,2011-11-21 12:18:00,2011-11-21 12:18:00,1,297.0,0
15858.0,2010-12-07 14:31:00,2011-11-24 12:48:00,5,1438.85,351
15860.0,2010-12-06 11:38:00,2011-10-30 11:25:00,8,977.21,327
15861.0,2011-03-17 20:12:00,2011-11-27 15:59:00,8,3165.36,254
15862.0,2010-12-01 11:21:00,2011-12-01 13:28:00,4,832.88,365
15863.0,2011-05-31 11:36:00,2011-11-14 12:49:00,2,68.84,167
15864.0,2011-01-27 16:43:00,2011-11-17 13:32:00,6,1936.32,293
15865.0,2011-05-10 11:44:00,2011-10-30 12:43:00,3,895.13,173
15866.0,2011-08-30 14:09:00,2011-08-30 14:09:00,1,230.53,0
15867.0,2010-12-05 14:17:00,2011-12-04 13:32:00,15,3812.64,363
15869.0,2011-03-07 17:19:00,2011-03-07 17:23:00,2,149.64,0
15870.0,2011-11-07 10:58:00,2011-11-07 10:58:00,1,354.09000000000003,0
15872.0,2011-11-25 11:54:00,2011-11-25 11:55:00,2,360.93,0
15874.0,2011-02-28 13:28:00,2011-10-07 12:31:00,7,4405.88,220
15877.0,2011-11-22 11:18:00,2011-12-08 11:53:00,2,493.28,16
15880.0,2010-12-05 13:00:00,2010-12-05 13:00:00,1,343.28,0
15881.0,2010-12-10 13:32:00,2011-01-31 16:59:00,5,501.39,52
15882.0,2010-12-06 13:01:00,2011-05-25 11:35:00,4,516.36,169
15883.0,2011-11-06 14:50:00,2011-12-07 17:05:00,2,396.48,31
15885.0,2011-02-03 15:28:00,2011-09-08 10:43:00,3,379.35,216
15886.0,2011-10-10 14:25:00,2011-10-10 14:25:00,1,181.09,0
15888.0,2011-09-20 12:30:00,2011-09-20 12:30:00,1,168.31,0
15889.0,2010-12-05 15:12:00,2011-07-06 11:10:00,2,446.87,212
15891.0,2011-04-27 12:35:00,2011-04-27 12:35:00,1,524.52,0
15894.0,2010-12-05 14:06:00,2011-03-31 13:50:00,2,263.55,115
15895.0,2011-07-13 10:27:00,2011-07-13 10:27:00,1,179.17,0
15897.0,2011-05-29 13:32:00,2011-05-29 13:50:00,2,222.05,0
15898.0,2010-12-06 11:01:00,2011-12-08 15:23:00,5,1388.88,367
15899.0,2010-12-06 10:36:00,2010-12-06 10:36:00,1,56.25,0
15900.0,2011-11-16 12:19:00,2011-11-16 12:19:00,1,351.11,0
15901.0,2011-07-08 12:18:00,2011-11-23 12:43:00,3,363.88,138
15903.0,2011-02-17 14:04:00,2011-11-30 08:08:00,7,5126.76,285
15904.0,2011-12-01 14:50:00,2011-12-01 14:50:00,1,164.68,0
15906.0,2011-03-29 13:28:00,2011-11-20 12:24:00,7,1567.69,235
15907.0,2011-05-13 13:01:00,2011-12-06 12:21:00,3,967.45,206
15909.0,2011-06-19 10:38:00,2011-06-19 10:38:00,1,191.94,0
15910.0,2011-01-27 11:55:00,2011-12-09 10:51:00,8,1232.18,315
15912.0,2011-04-20 17:10:00,2011-06-14 14:29:00,2,264.62,54
15916.0,2010-12-08 13:07:00,2011-11-23 13:46:00,8,1528.09,350
15917.0,2011-04-06 10:40:00,2011-04-06 10:40:00,1,123.1,0
15918.0,2011-03-13 15:55:00,2011-06-02 11:42:00,2,334.23,80
15919.0,2010-12-06 11:26:00,2011-11-20 11:28:00,2,639.89,349
15920.0,2011-07-08 15:16:00,2011-07-08 15:31:00,4,167.5,0
15921.0,2011-06-20 11:03:00,2011-06-20 11:03:00,1,336.03000000000003,0
15922.0,2010-12-01 13:51:00,2010-12-01 13:51:00,1,369.5,0
15923.0,2010-12-02 12:16:00,2010-12-02 12:16:00,1,127.08,0
15925.0,2011-05-29 15:35:00,2011-05-29 15:35:00,1,207.15,0
15930.0,2011-10-03 14:52:00,2011-10-03 14:52:00,1,426.63,0
15932.0,2011-02-23 14:50:00,2011-12-05 17:13:00,8,2495.87,285
15933.0,2011-09-14 12:05:00,2011-11-18 13:14:00,3,1107.46,65
15935.0,2011-04-12 09:35:00,2011-04-14 13:27:00,2,416.86,2
15937.0,2011-10-06 15:48:00,2011-10-06 15:48:00,1,145.35000000000002,0
15938.0,2011-01-20 10:11:00,2011-08-19 12:56:00,5,404.58000000000004,211
15939.0,2011-01-12 12:43:00,2011-09-11 11:30:00,15,6115.01,241
15940.0,2011-02-01 16:18:00,2011-02-01 16:18:00,1,35.8,0
15942.0,2011-07-29 09:01:00,2011-07-29 09:01:00,1,337.44,0
15944.0,2011-03-08 10:33:00,2011-03-08 10:33:00,1,325.1,0
15945.0,2010-12-09 13:14:00,2010-12-09 13:14:00,1,181.0,0
15947.0,2011-09-18 10:46:00,2011-09-18 10:46:00,1,1708.24,0
15948.0,2011-10-27 08:35:00,2011-12-01 15:32:00,2,955.24,35
15949.0,2011-09-29 17:34:00,2011-11-23 09:09:00,2,364.72,54
15950.0,2010-12-15 11:56:00,2011-11-08 11:09:00,4,1765.51,327
15951.0,2011-02-27 11:57:00,2011-12-01 08:34:00,2,708.22,276
15952.0,2011-04-28 12:55:00,2011-11-06 11:18:00,4,806.57,191
15953.0,2010-12-05 15:15:00,2011-11-24 15:32:00,8,1659.3799999999999,354
15955.0,2010-12-02 11:22:00,2011-11-15 14:15:00,14,4416.26,348
15957.0,2011-11-08 12:14:00,2011-11-08 12:14:00,1,428.89,0
15958.0,2011-09-26 13:41:00,2011-09-26 13:41:00,1,104.35,0
15963.0,2011-10-25 13:05:00,2011-11-20 11:33:00,2,470.76,25
15965.0,2010-12-07 13:18:00,2011-11-22 16:44:00,4,845.64,350
15967.0,2011-01-25 11:57:00,2011-11-16 15:41:00,2,418.83,295
15969.0,2011-06-07 12:19:00,2011-12-07 11:06:00,3,666.1,182
15970.0,2011-02-09 12:08:00,2011-02-09 12:08:00,1,314.09999999999997,0
15971.0,2011-02-01 16:47:00,2011-11-22 12:50:00,12,4199.85,293
15973.0,2010-12-08 11:42:00,2010-12-08 11:42:00,1,307.82000000000005,0
15974.0,2011-02-24 10:10:00,2011-10-31 13:13:00,7,3442.15,249
15975.0,2011-09-16 13:33:00,2011-09-16 13:33:00,1,371.01,0
15976.0,2011-05-03 17:12:00,2011-06-27 13:00:00,2,430.94,54
15977.0,2011-10-31 16:24:00,2011-11-22 13:29:00,2,1054.73,21
15978.0,2011-09-23 15:21:00,2011-09-23 15:21:00,1,1098.78,0
15980.0,2011-03-30 15:05:00,2011-09-12 09:41:00,3,2398.86,165
15981.0,2011-02-01 13:50:00,2011-11-15 08:00:00,8,3408.48,286
15983.0,2010-12-01 12:15:00,2011-11-17 17:34:00,4,1475.02,351
15984.0,2010-12-06 13:21:00,2011-12-07 12:16:00,10,2837.67,365
15985.0,2011-04-17 11:04:00,2011-08-08 16:31:00,2,1142.42,113
15986.0,2011-11-09 15:17:00,2011-11-09 15:17:00,1,168.12,0
15987.0,2010-12-06 08:34:00,2011-11-27 15:38:00,7,1451.28,356
15988.0,2011-11-20 13:23:00,2011-11-20 13:23:00,1,158.03,0
15990.0,2011-02-25 15:35:00,2011-10-26 15:58:00,2,792.11,243
15992.0,2011-12-06 11:00:00,2011-12-06 11:00:00,1,41.989999999999995,0
15993.0,2011-10-26 16:21:00,2011-12-01 10:45:00,7,2797.57,35
15994.0,2011-10-16 12:28:00,2011-10-16 12:28:00,1,427.07,0
15996.0,2010-12-08 15:59:00,2011-09-12 15:14:00,6,1060.68,277
15998.0,2010-12-12 13:32:00,2011-11-03 12:45:00,5,3089.97,325
16000.0,2011-12-07 12:14:00,2011-12-07 12:17:00,3,12393.7,0
16003.0,2010-12-15 12:09:00,2011-11-10 09:57:00,5,2735.37,329
16005.0,2011-03-14 11:46:00,2011-11-27 13:47:00,4,615.39,258
16006.0,2011-05-12 13:12:00,2011-05-12 13:12:00,1,101.4,0
16007.0,2011-05-08 13:32:00,2011-10-23 11:05:00,4,1701.94,167
16008.0,2011-05-19 10:54:00,2011-11-16 10:32:00,3,478.78,180
16009.0,2011-07-03 11:26:00,2011-11-17 16:51:00,4,992.71,137
16010.0,2010-12-12 12:18:00,2011-04-08 10:14:00,3,407.5,116
16011.0,2010-12-08 16:34:00,2011-12-01 16:31:00,16,3362.71,357
16012.0,2011-07-07 18:02:00,2011-11-04 13:25:00,3,1415.29,119
16013.0,2010-12-03 13:09:00,2011-12-06 10:36:00,47,37130.6,367
16014.0,2011-02-21 17:42:00,2011-11-02 12:04:00,3,662.38,253
16015.0,2011-10-21 12:56:00,2011-12-06 10:58:00,3,705.39,45
16016.0,2010-12-08 12:36:00,2011-12-06 14:35:00,8,1508.76,363
16017.0,2011-10-23 12:56:00,2011-10-23 12:56:00,1,211.88,0
16018.0,2011-06-12 13:52:00,2011-10-31 14:13:00,2,408.9,141
16019.0,2010-12-10 12:29:00,2011-10-24 11:51:00,9,3786.24,317
16020.0,2011-10-05 13:54:00,2011-11-23 11:18:00,3,851.01,48
16022.0,2011-03-24 13:16:00,2011-03-24 13:16:00,1,628.28,0
16023.0,2011-03-18 13:32:00,2011-10-24 16:34:00,3,719.81,220
16024.0,2011-11-27 13:26:00,2011-11-27 13:26:00,1,251.24,0
16025.0,2011-11-10 11:45:00,2011-11-10 11:45:00,1,439.65999999999997,0
16026.0,2011-10-27 13:53:00,2011-10-27 13:53:00,1,236.09,0
16027.0,2011-02-10 12:19:00,2011-09-09 10:47:00,6,934.62,210
16029.0,2010-12-01 09:57:00,2011-11-01 10:27:00,63,81024.84,335
16030.0,2011-02-03 11:28:00,2011-02-03 11:28:00,1,331.24,0
16031.0,2011-04-06 14:23:00,2011-09-08 13:07:00,2,548.94,154
16033.0,2010-12-05 10:36:00,2011-12-04 12:44:00,20,8816.4,364
16034.0,2011-01-11 11:54:00,2011-05-27 16:17:00,3,437.70000000000005,136
16036.0,2011-03-21 13:01:00,2011-09-13 14:53:00,2,758.9200000000001,176
16037.0,2010-12-16 10:18:00,2011-03-15 09:13:00,3,855.02,88
16038.0,2011-05-22 11:29:00,2011-12-02 12:40:00,3,471.78,194
16040.0,2011-03-16 09:58:00,2011-10-05 13:47:00,3,1313.55,203
16041.0,2011-07-21 16:27:00,2011-11-09 12:25:00,3,3166.4,110
16042.0,2011-01-11 13:25:00,2011-11-17 17:50:00,5,1197.27,310
16043.0,2011-01-26 11:14:00,2011-11-02 12:50:00,4,773.99,280
16045.0,2011-02-22 14:55:00,2011-08-12 12:41:00,4,1340.7,170
16048.0,2010-12-01 15:27:00,2010-12-01 15:28:00,2,256.44,0
16049.0,2011-09-25 14:33:00,2011-10-30 13:19:00,3,1111.79,34
16050.0,2011-06-19 11:44:00,2011-06-19 11:44:00,1,137.9,0
16052.0,2011-10-16 15:13:00,2011-10-16 15:13:00,1,362.06,0
16053.0,2011-08-09 14:57:00,2011-11-07 11:21:00,2,1511.95,89
16054.0,2011-07-17 13:08:00,2011-07-17 13:08:00,1,783.9,0
16055.0,2011-05-03 09:26:00,2011-05-03 09:26:00,1,134.8,0
16056.0,2011-10-25 15:19:00,2011-10-25 15:19:00,1,664.85,0
16057.0,2011-02-28 10:35:00,2011-11-23 15:23:00,7,2263.12,268
16059.0,2010-12-07 10:36:00,2011-10-05 09:56:00,6,1459.8600000000001,301
16062.0,2010-12-10 12:00:00,2011-11-30 12:15:00,4,1153.62,355
16063.0,2011-03-24 14:55:00,2011-03-24 14:56:00,1,335.32,0
16065.0,2010-12-09 13:03:00,2010-12-09 13:03:00,1,372.09,0
16066.0,2011-08-07 14:33:00,2011-11-23 11:54:00,5,1521.87,107
16070.0,2011-11-07 16:36:00,2011-11-17 15:50:00,2,852.15,9
16071.0,2011-10-26 11:14:00,2011-10-26 11:14:00,1,326.24,0
16072.0,2011-02-24 14:32:00,2011-02-24 14:32:00,1,584.3199999999999,0
16073.0,2011-02-15 15:41:00,2011-02-15 15:41:00,1,122.4,0
16076.0,2011-05-15 12:31:00,2011-12-06 14:59:00,10,2234.73,205
16078.0,2011-03-01 09:47:00,2011-03-01 09:47:00,1,79.2,0
16079.0,2011-10-30 13:06:00,2011-11-23 12:48:00,3,1352.0,23
16080.0,2011-03-10 14:44:00,2011-09-19 10:42:00,2,217.16,192
