customerid,first_purchase,last_purchase,total_orders,total_revenue,tenure_days,customer_type
14997.0,2011-06-14 16:52:00,2011-10-24 13:28:00,3,546.1999999999999,131,Returning
14998.0,2011-04-12 16:28:00,2011-06-22 17:30:00,2,429.87,71,Returning
15000.0,2011-10-23 11:42:00,2011-10-23 11:42:00,1,490.52,0,One-time
15002.0,2010-12-07 13:16:00,2011-08-16 10:44:00,4,1641.76,251,Returning
15004.0,2011-07-15 14:05:00,2011-07-15 14:05:00,1,1246.32,0,One-time
15005.0,2010-12-08 14:36:00,2011-11-24 12:25:00,28,6316.57,350,Returning
15006.0,2011-10-19 15:08:00,2011-10-19 15:08:00,1,502.09,0,One-time
15007.0,2011-07-03 16:00:00,2011-07-03 16:00:00,1,156.91,0,One-time
15009.0,2011-11-14 17:40:00,2011-11-27 13:35:00,3,1261.78,12,Returning
15010.0,2011-11-04 12:42:00,2011-11-04 12:42:00,1,308.94,0,One-time
15012.0,2010-12-01 12:49:00,2011-10-17 12:22:00,2,423.04,319,Returning
15014.0,2011-06-16 19:40:00,2011-10-27 20:07:00,2,260.17,133,Returning
15016.0,2011-06-20 12:06:00,2011-06-20 12:06:00,1,170.04,0,One-time
15017.0,2011-11-06 10:33:00,2011-11-06 10:33:00,1,125.58,0,One-time
15018.0,2010-12-07 10:47:00,2011-11-01 12:47:00,3,496.21,329,Returning
15019.0,2011-03-18 12:35:00,2011-03-18 12:35:00,1,266.0,0,One-time
15021.0,2010-12-08 12:17:00,2011-12-01 11:53:00,9,1914.82,357,Returning
15022.0,2011-10-23 15:47:00,2011-11-28 12:35:00,4,905.04,35,Returning
15023.0,2010-12-05 13:49:00,2011-12-06 17:23:00,11,6802.76,366,Returning
15024.0,2010-12-07 13:20:00,2011-11-30 12:06:00,10,1661.33,357,Returning
15025.0,2011-11-06 15:20:00,2011-11-06 15:20:00,1,377.01,0,One-time
15026.0,2011-03-07 13:45:00,2011-09-20 13:52:00,3,469.0,197,Returning
15027.0,2011-04-15 14:14:00,2011-11-09 10:16:00,4,1066.15,207,Returning
15028.0,2010-12-06 12:47:00,2011-12-01 14:06:00,4,627.13,360,Returning
15030.0,2011-03-16 15:34:00,2011-09-29 10:50:00,2,518.28,196,Returning
15031.0,2011-03-02 14:46:00,2011-12-05 14:19:00,4,668.14,277,Returning
15032.0,2010-12-08 12:57:00,2011-03-28 15:03:00,3,4959.1,110,Returning
15033.0,2011-01-14 13:28:00,2011-12-05 12:40:00,10,2586.67,324,Returning
15034.0,2010-12-21 09:47:00,2011-11-24 12:11:00,8,4308.61,338,Returning
15035.0,2011-09-11 11:08:00,2011-09-11 11:08:00,1,252.73,0,One-time
15036.0,2011-06-13 12:19:00,2011-09-28 15:42:00,3,465.55,107,Returning
15038.0,2010-12-05 10:54:00,2011-10-12 11:33:00,6,705.49,311,Returning
15039.0,2010-12-06 11:26:00,2011-11-30 11:31:00,47,19914.44,359,Returning
15041.0,2011-06-22 16:16:00,2011-06-22 16:16:00,1,180.35,0,One-time
15042.0,2011-05-24 16:25:00,2011-05-24 16:25:00,1,135.93,0,One-time
15043.0,2011-11-08 14:26:00,2011-11-08 14:26:00,1,537.0,0,One-time
15044.0,2010-12-12 14:27:00,2011-11-20 13:20:00,17,7700.23,342,Returning
15045.0,2011-03-27 11:44:00,2011-07-11 11:33:00,2,735.66,105,Returning
15046.0,2011-01-05 15:30:00,2011-11-30 15:50:00,15,5213.77,329,Returning
15047.0,2011-03-15 10:49:00,2011-03-15 10:49:00,1,343.62,0,One-time
15048.0,2010-12-06 12:15:00,2011-10-05 14:55:00,4,384.05,303,Returning
15049.0,2011-03-11 12:13:00,2011-03-11 12:13:00,1,121.17000000000002,0,One-time
15050.0,2011-09-29 13:22:00,2011-11-14 16:17:00,3,1782.09,46,Returning
15051.0,2011-07-12 15:29:00,2011-11-16 15:38:00,3,1391.61,127,Returning
15052.0,2011-01-24 15:52:00,2011-01-24 15:52:00,1,215.78,0,One-time
15053.0,2011-03-03 12:06:00,2011-12-05 12:08:00,3,697.79,277,Returning
15054.0,2011-10-30 14:33:00,2011-11-27 15:02:00,2,302.1,28,Returning
15057.0,2011-01-28 09:09:00,2011-03-09 15:17:00,2,1489.5,40,Returning
15058.0,2011-01-31 15:35:00,2011-11-14 14:57:00,11,2124.99,286,Returning
15059.0,2011-01-09 11:54:00,2011-10-30 11:35:00,9,1337.72,293,Returning
15060.0,2011-11-30 14:03:00,2011-12-01 13:47:00,4,303.09000000000003,0,Returning
15061.0,2010-12-02 15:19:00,2011-12-06 12:06:00,48,54534.14,368,Returning
15062.0,2010-12-15 15:37:00,2011-09-29 16:51:00,4,987.86,288,Returning
15063.0,2011-05-10 13:25:00,2011-05-10 13:25:00,1,370.8,0,One-time
15065.0,2011-02-21 12:54:00,2011-11-02 09:45:00,4,3158.13,253,Returning
15066.0,2011-10-17 13:25:00,2011-10-17 13:25:00,1,893.59,0,One-time
15067.0,2011-03-02 12:10:00,2011-09-22 13:20:00,3,1744.76,204,Returning
15068.0,2011-03-28 14:27:00,2011-10-24 14:47:00,2,553.36,210,Returning
15069.0,2011-06-13 14:16:00,2011-06-13 14:16:00,1,1109.53,0,One-time
15070.0,2010-12-02 11:23:00,2010-12-02 11:23:00,1,106.2,0,One-time
15071.0,2011-03-09 10:19:00,2011-09-07 11:43:00,2,982.07,182,Returning
15073.0,2011-06-06 09:59:00,2011-11-30 10:44:00,3,1043.41,177,Returning
15074.0,2011-08-26 14:45:00,2011-08-26 14:45:00,1,748.87,0,One-time
15075.0,2011-09-23 12:27:00,2011-09-23 12:27:00,1,773.03,0,One-time
15076.0,2011-06-20 08:23:00,2011-06-20 08:23:00,1,880.85,0,One-time
15078.0,2010-12-06 12:38:00,2011-12-02 15:41:00,32,9743.11,361,Returning
15079.0,2010-12-09 09:25:00,2011-05-11 12:45:00,4,895.61,153,Returning
15081.0,2010-12-07 16:20:00,2011-11-17 17:08:00,5,504.8,345,Returning
15083.0,2011-03-28 12:18:00,2011-03-28 12:18:00,1,88.2,0,One-time
15087.0,2011-03-03 10:34:00,2011-03-03 10:34:00,1,306.94,0,One-time
15088.0,2011-10-03 14:05:00,2011-11-18 13:14:00,2,1160.07,45,Returning
15089.0,2011-08-03 14:14:00,2011-11-29 16:31:00,6,2420.84,118,Returning
15090.0,2011-02-04 14:03:00,2011-02-04 14:03:00,1,381.32,0,One-time
15091.0,2011-10-03 12:47:00,2011-10-03 12:47:00,1,480.71,0,One-time
15092.0,2011-03-01 12:24:00,2011-05-08 14:10:00,2,457.81,68,Returning
15093.0,2010-12-02 18:25:00,2011-11-21 13:09:00,6,4597.02,353,Returning
15095.0,2011-05-20 14:27:00,2011-08-28 12:01:00,4,1370.6,99,Returning
15096.0,2011-10-28 10:27:00,2011-10-28 10:27:00,1,219.39,0,One-time
15097.0,2011-12-05 14:03:00,2011-12-05 14:03:00,1,248.08,0,One-time
15098.0,2011-06-10 15:22:00,2011-06-10 15:33:00,3,39916.5,0,Returning
15099.0,2011-09-16 13:13:00,2011-09-16 13:13:00,1,410.48,0,One-time
15100.0,2010-12-01 09:09:00,2011-01-10 10:35:00,3,876.0,40,Returning
15101.0,2010-12-15 12:54:00,2011-12-01 10:18:00,2,317.53000000000003,350,Returning
15103.0,2011-09-14 13:54:00,2011-11-08 14:53:00,2,703.36,55,Returning
15104.0,2011-03-02 14:16:00,2011-05-27 12:29:00,2,1027.44,85,Returning
15105.0,2011-07-28 10:09:00,2011-11-21 16:54:00,7,2298.93,116,Returning
15106.0,2011-03-15 12:52:00,2011-11-22 09:16:00,5,1422.52,251,Returning
15107.0,2010-12-02 13:45:00,2011-02-01 14:46:00,6,319.5,61,Returning
15108.0,2011-04-26 10:54:00,2011-07-21 10:24:00,4,1300.25,85,Returning
15109.0,2011-04-08 09:58:00,2011-04-08 09:58:00,1,484.95,0,One-time
15110.0,2011-01-25 11:41:00,2011-11-16 11:16:00,4,996.1,294,Returning
15111.0,2010-12-02 11:45:00,2011-11-10 16:58:00,3,1567.48,343,Returning
15113.0,2011-10-16 15:27:00,2011-11-30 08:23:00,3,3609.33,44,Returning
15114.0,2011-02-11 08:45:00,2011-11-09 15:05:00,10,2760.56,271,Returning
15115.0,2011-11-21 14:59:00,2011-11-21 14:59:00,1,340.11,0,One-time
15116.0,2011-05-19 08:50:00,2011-11-22 12:25:00,4,1352.75,187,Returning
15117.0,2011-05-08 12:38:00,2011-11-25 08:12:00,5,1551.78,200,Returning
15118.0,2011-07-28 14:54:00,2011-07-28 14:54:00,1,244.8,0,One-time
15119.0,2011-04-08 09:08:00,2011-04-08 09:08:00,1,266.4,0,One-time
15120.0,2011-07-29 09:48:00,2011-07-29 09:48:00,1,358.82,0,One-time
15121.0,2011-02-24 12:41:00,2011-10-20 14:51:00,2,457.72,238,Returning
15122.0,2011-02-15 09:59:00,2011-08-17 16:48:00,3,1633.78,183,Returning
15123.0,2011-05-17 14:57:00,2011-12-02 13:12:00,2,2199.31,198,Returning
15124.0,2011-06-01 09:06:00,2011-11-17 10:09:00,2,184.19,169,Returning
15125.0,2011-03-14 09:59:00,2011-11-14 13:57:00,15,11528.48,245,Returning
15127.0,2011-10-05 10:30:00,2011-10-05 10:30:00,1,406.53,0,One-time
15128.0,2011-05-04 12:32:00,2011-10-10 13:54:00,4,1471.0,159,Returning
15129.0,2011-02-21 09:09:00,2011-10-20 14:40:00,11,3447.4,241,Returning
15130.0,2011-06-23 10:15:00,2011-06-23 10:15:00,1,330.11,0,One-time
15132.0,2011-03-22 12:02:00,2011-11-21 17:10:00,5,977.93,244,Returning
15133.0,2011-02-11 10:38:00,2011-08-04 10:44:00,3,982.42,174,Returning
15134.0,2011-04-13 11:05:00,2011-11-25 08:55:00,8,1387.99,225,Returning
15135.0,2011-04-14 19:16:00,2011-04-14 19:16:00,1,139.05,0,One-time
15136.0,2011-09-04 16:05:00,2011-12-07 12:26:00,4,1286.7,93,Returning
15139.0,2011-01-07 12:44:00,2011-04-14 11:39:00,2,178.96,96,Returning
15140.0,2011-03-20 14:37:00,2011-10-18 14:07:00,7,2354.25,211,Returning
15142.0,2011-10-24 12:51:00,2011-10-24 12:51:00,1,498.74,0,One-time
15143.0,2011-04-28 12:03:00,2011-04-28 12:03:00,1,259.45,0,One-time
15144.0,2011-01-31 13:17:00,2011-12-01 15:12:00,17,6580.4400000000005,304,Returning
15145.0,2011-04-05 15:20:00,2011-12-05 17:21:00,4,1194.73,244,Returning
15146.0,2011-02-21 13:07:00,2011-06-28 12:09:00,2,1327.16,126,Returning
15147.0,2011-04-13 15:57:00,2011-04-13 15:57:00,1,623.5,0,One-time
15148.0,2011-11-29 08:21:00,2011-11-29 08:21:00,1,301.29,0,One-time
15149.0,2011-07-29 10:58:00,2011-07-29 10:58:00,1,520.8000000000001,0,One-time
15150.0,2011-03-15 14:21:00,2011-11-22 12:52:00,10,5314.47,251,Returning
15152.0,2011-06-05 15:36:00,2011-11-30 12:32:00,13,4745.69,177,Returning
15153.0,2011-11-08 17:09:00,2011-11-08 17:09:00,1,329.25,0,One-time
15154.0,2011-09-25 16:05:00,2011-09-25 16:05:00,1,296.42,0,One-time
15156.0,2011-11-06 12:41:00,2011-12-08 18:22:00,3,961.49,32,Returning
15157.0,2010-12-16 13:44:00,2011-12-06 11:28:00,3,1936.07,354,Returning
15158.0,2011-10-25 13:53:00,2011-10-25 13:53:00,1,401.4,0,One-time
15159.0,2010-12-13 15:44:00,2011-12-08 12:05:00,30,18641.01,359,Returning
15160.0,2010-12-17 14:15:00,2010-12-17 14:15:00,1,158.16,0,One-time
15163.0,2011-05-31 15:22:00,2011-11-21 13:10:00,2,304.47,173,Returning
15164.0,2011-01-04 14:21:00,2011-10-02 12:05:00,3,843.05,270,Returning
15165.0,2010-12-01 14:03:00,2010-12-01 14:03:00,1,487.75,0,One-time
15167.0,2011-01-23 12:41:00,2011-01-23 12:41:00,1,163.0,0,One-time
15168.0,2011-11-14 11:26:00,2011-11-14 11:26:00,1,106.56,0,One-time
15171.0,2011-01-12 15:36:00,2011-01-12 15:36:00,1,1289.5,0,One-time
15172.0,2011-04-17 11:56:00,2011-12-01 11:51:00,5,1624.05,227,Returning
15174.0,2011-01-21 09:06:00,2011-01-21 09:06:00,1,135.75,0,One-time
15175.0,2011-09-29 11:31:00,2011-09-29 11:31:00,1,224.14,0,One-time
15178.0,2011-03-24 15:12:00,2011-03-24 15:12:00,1,40.5,0,One-time
15179.0,2011-01-24 13:48:00,2011-11-21 12:53:00,5,2206.9500000000003,300,Returning
15180.0,2010-12-07 14:57:00,2010-12-07 14:57:00,1,87.5,0,One-time
15181.0,2011-03-15 12:03:00,2011-10-04 13:58:00,3,689.48,203,Returning
15182.0,2011-03-16 12:42:00,2011-07-08 13:37:00,2,622.85,114,Returning
15184.0,2011-06-02 12:06:00,2011-11-10 13:41:00,2,406.76,161,Returning
15185.0,2011-09-30 14:06:00,2011-09-30 14:06:00,1,310.62,0,One-time
15186.0,2011-06-24 14:54:00,2011-11-25 14:58:00,2,411.41,154,Returning
15187.0,2011-05-11 13:49:00,2011-12-08 11:56:00,16,4777.18,210,Returning
15189.0,2011-01-11 12:29:00,2011-12-08 13:22:00,41,16225.39,331,Returning
15192.0,2010-12-09 14:56:00,2011-08-12 11:41:00,3,1044.32,245,Returning
15193.0,2011-10-10 08:23:00,2011-10-10 08:23:00,1,499.32,0,One-time
15194.0,2010-12-06 15:00:00,2011-12-06 15:10:00,15,7616.53,365,Returning
15195.0,2011-12-07 12:20:00,2011-12-07 12:20:00,1,3861.0,0,One-time
15197.0,2010-12-16 18:01:00,2011-11-29 10:00:00,3,1079.61,347,Returning
15198.0,2011-08-07 15:16:00,2011-09-08 14:42:00,2,193.64,31,Returning
15199.0,2011-02-04 14:04:00,2011-10-11 15:12:00,4,1268.7,249,Returning
15201.0,2011-04-06 14:02:00,2011-09-13 14:53:00,5,1236.54,160,Returning
15203.0,2011-02-01 12:29:00,2011-11-14 08:16:00,6,1827.8,285,Returning
15204.0,2010-12-17 13:49:00,2010-12-17 13:49:00,1,316.58,0,One-time
15205.0,2011-08-04 16:07:00,2011-09-15 19:36:00,2,653.24,42,Returning
15206.0,2011-03-09 08:59:00,2011-11-29 13:41:00,4,420.3,265,Returning
15208.0,2010-12-21 13:03:00,2011-12-08 17:24:00,5,870.12,352,Returning
15210.0,2011-04-28 16:11:00,2011-04-28 16:11:00,1,331.18,0,One-time
15211.0,2010-12-09 16:08:00,2011-10-10 13:31:00,2,894.4100000000001,304,Returning
15212.0,2011-04-12 13:45:00,2011-04-12 13:45:00,1,101.8,0,One-time
15213.0,2011-01-14 11:05:00,2011-01-25 12:21:00,2,328.35,11,Returning
15214.0,2011-04-11 09:46:00,2011-12-08 12:07:00,8,1661.44,241,Returning
15215.0,2011-09-04 12:24:00,2011-10-24 11:41:00,3,734.94,49,Returning
15216.0,2011-09-13 11:41:00,2011-09-13 11:41:00,1,96.6,0,One-time
15218.0,2011-01-25 11:20:00,2011-11-29 11:48:00,11,5756.89,308,Returning
15219.0,2011-06-16 16:57:00,2011-06-16 16:57:00,1,305.75,0,One-time
15220.0,2011-03-04 10:24:00,2011-10-19 12:39:00,6,1778.96,229,Returning
15221.0,2010-12-08 13:08:00,2010-12-08 13:08:00,1,403.25,0,One-time
15222.0,2011-01-25 08:03:00,2011-01-25 08:03:00,1,585.0,0,One-time
15223.0,2011-04-04 12:17:00,2011-04-28 11:31:00,2,755.75,23,Returning
15224.0,2010-12-12 12:34:00,2010-12-16 15:02:00,2,322.08,4,Returning
15225.0,2011-04-19 14:51:00,2011-04-19 14:51:00,1,409.4,0,One-time
15226.0,2011-02-02 11:41:00,2011-02-02 11:41:00,1,154.41,0,One-time
15227.0,2011-01-26 15:31:00,2011-11-03 11:59:00,5,1219.4,280,Returning
15228.0,2011-02-18 09:04:00,2011-10-04 13:56:00,4,3386.71,228,Returning
15230.0,2011-04-13 11:04:00,2011-04-14 14:39:00,2,429.6,1,Returning
15232.0,2011-07-22 12:21:00,2011-08-18 16:27:00,2,612.06,27,Returning
15234.0,2011-03-08 08:53:00,2011-03-08 08:53:00,1,197.0,0,One-time
15235.0,2010-12-01 17:22:00,2011-05-06 09:44:00,12,2247.51,155,Returning
15236.0,2011-02-14 10:52:00,2011-02-14 10:52:00,1,321.05,0,One-time
15237.0,2011-04-26 15:04:00,2011-12-08 09:46:00,4,1412.32,225,Returning
15238.0,2011-06-08 16:00:00,2011-11-10 14:28:00,3,1071.99,154,Returning
15239.0,2011-09-22 09:53:00,2011-11-29 14:14:00,2,780.59,68,Returning
15240.0,2011-02-01 08:23:00,2011-10-26 09:50:00,5,1706.57,267,Returning
15241.0,2011-03-01 11:02:00,2011-10-04 09:05:00,8,1756.44,216,Returning
15243.0,2011-09-26 14:12:00,2011-09-26 14:12:00,1,316.68,0,One-time
15244.0,2011-04-05 15:12:00,2011-10-05 13:19:00,2,631.57,182,Returning
15245.0,2011-03-23 13:42:00,2011-07-28 18:56:00,3,2515.84,127,Returning
15246.0,2010-12-16 09:46:00,2011-04-15 14:45:00,2,514.15,120,Returning
15247.0,2011-08-09 12:52:00,2011-08-09 12:52:00,1,356.0,0,One-time
15249.0,2011-03-28 12:49:00,2011-11-08 11:45:00,13,6688.46,224,Returning
15251.0,2011-04-12 10:38:00,2011-11-30 15:02:00,11,10484.99,232,Returning
15252.0,2011-06-09 14:15:00,2011-11-03 13:30:00,2,740.78,146,Returning
15253.0,2011-06-23 12:19:00,2011-11-23 16:22:00,5,918.2,153,Returning
15254.0,2011-08-04 15:04:00,2011-08-04 15:04:00,1,300.36,0,One-time
15255.0,2011-10-04 12:43:00,2011-10-04 12:43:00,1,890.85,0,One-time
15256.0,2011-07-14 11:47:00,2011-07-14 11:47:00,1,98.45,0,One-time
15257.0,2011-03-01 12:58:00,2011-03-01 12:58:00,1,317.15,0,One-time
15258.0,2011-05-06 14:16:00,2011-06-24 12:30:00,2,623.16,48,Returning
15260.0,2010-12-02 12:09:00,2011-08-31 13:55:00,7,1810.77,272,Returning
15261.0,2011-07-27 15:20:00,2011-07-27 15:20:00,1,254.82,0,One-time
15262.0,2011-01-20 12:16:00,2011-01-20 12:16:00,1,178.95000000000002,0,One-time
15263.0,2011-08-25 10:26:00,2011-08-25 10:26:00,1,156.51,0,One-time
15264.0,2011-10-06 13:49:00,2011-10-06 13:49:00,1,393.74,0,One-time
15265.0,2011-04-18 12:16:00,2011-07-11 14:46:00,2,1506.12,84,Returning
15266.0,2011-01-05 13:40:00,2011-01-05 13:40:00,1,119.3,0,One-time
15267.0,2011-06-10 10:24:00,2011-11-17 15:59:00,5,1717.36,160,Returning
15269.0,2011-11-16 09:32:00,2011-11-16 09:32:00,1,408.8,0,One-time
15270.0,2011-02-02 13:25:00,2011-11-24 09:24:00,7,2379.49,294,Returning
15271.0,2010-12-09 13:47:00,2011-12-02 14:11:00,15,2507.07,358,Returning
15272.0,2011-09-14 16:36:00,2011-10-13 12:59:00,2,721.94,28,Returning
15274.0,2011-11-21 14:17:00,2011-12-05 16:57:00,2,716.57,14,Returning
15275.0,2011-11-02 11:20:00,2011-11-02 11:20:00,1,615.14,0,One-time
15276.0,2011-10-04 16:39:00,2011-10-04 16:39:00,1,135.31,0,One-time
15277.0,2011-10-24 10:08:00,2011-10-24 10:08:00,1,255.9,0,One-time
15279.0,2010-12-20 10:48:00,2010-12-20 10:48:00,1,290.51,0,One-time
15280.0,2011-06-20 17:14:00,2011-06-20 17:14:00,1,113.12,0,One-time
15281.0,2011-01-10 15:51:00,2011-10-12 09:10:00,9,2332.15,274,Returning
15286.0,2011-10-21 11:08:00,2011-10-21 11:08:00,1,240.55,0,One-time
15287.0,2011-09-30 12:30:00,2011-11-17 15:34:00,2,486.69,48,Returning
15288.0,2010-12-09 13:59:00,2011-10-27 16:58:00,5,2306.52,322,Returning
15289.0,2011-04-04 12:44:00,2011-11-10 13:49:00,3,939.78,220,Returning
15290.0,2010-12-15 16:03:00,2011-12-05 11:39:00,18,7943.22,354,Returning
15291.0,2010-12-01 09:32:00,2011-11-14 11:02:00,15,4668.3,348,Returning
15292.0,2011-05-22 15:00:00,2011-05-22 15:00:00,1,180.94,0,One-time
15296.0,2011-01-17 11:57:00,2011-10-20 11:47:00,6,3672.86,275,Returning
15297.0,2011-10-07 09:42:00,2011-11-29 16:32:00,3,641.94,53,Returning
15298.0,2010-12-08 13:55:00,2011-12-07 17:17:00,12,4799.9,364,Returning
15299.0,2010-12-02 16:48:00,2011-10-03 14:19:00,7,4507.01,304,Returning
15300.0,2011-10-06 17:08:00,2011-10-06 17:08:00,1,496.44,0,One-time
15301.0,2010-12-06 12:21:00,2011-10-20 09:57:00,12,5070.35,317,Returning
15303.0,2011-02-22 13:59:00,2011-02-22 13:59:00,1,574.02,0,One-time
15304.0,2010-12-06 11:42:00,2011-10-10 10:23:00,8,694.4,307,Returning
15306.0,2011-07-14 15:22:00,2011-10-06 12:56:00,3,1174.35,83,Returning
15307.0,2011-09-05 11:38:00,2011-09-05 11:38:00,1,205.3,0,One-time
15308.0,2011-03-10 13:08:00,2011-03-10 13:08:00,1,310.47,0,One-time
15311.0,2010-12-01 09:41:00,2011-12-09 12:00:00,91,60767.9,373,Returning
15312.0,2010-12-20 12:51:00,2011-09-25 13:10:00,4,924.85,279,Returning
15313.0,2011-08-21 16:02:00,2011-08-21 16:02:00,1,52.0,0,One-time
15314.0,2011-05-24 14:39:00,2011-05-24 14:39:00,1,327.97,0,One-time
15315.0,2011-08-15 15:17:00,2011-10-06 12:51:00,2,570.5,51,Returning
15316.0,2011-01-17 11:34:00,2011-01-17 11:34:00,1,165.0,0,One-time
15318.0,2011-12-06 11:30:00,2011-12-06 11:30:00,1,312.62,0,One-time
15319.0,2011-03-01 12:48:00,2011-03-01 12:48:00,1,204.5,0,One-time
15320.0,2011-10-26 13:27:00,2011-10-26 13:27:00,1,267.13,0,One-time
15321.0,2011-02-21 11:10:00,2011-09-30 09:40:00,3,2748.31,220,Returning
15322.0,2011-09-15 09:34:00,2011-09-15 09:34:00,1,679.68,0,One-time
15325.0,2011-08-28 11:55:00,2011-08-28 11:55:00,1,162.29,0,One-time
15326.0,2011-01-10 11:38:00,2011-01-10 11:38:00,1,311.71,0,One-time
15327.0,2011-10-18 11:55:00,2011-10-18 11:55:00,1,208.75,0,One-time
15329.0,2011-06-21 10:37:00,2011-10-31 15:36:00,3,1049.7,132,Returning
15330.0,2011-10-10 12:30:00,2011-11-07 17:50:00,2,714.9599999999999,28,Returning
15332.0,2010-12-05 12:00:00,2010-12-08 14:43:00,4,1661.06,3,Returning
15333.0,2011-05-15 13:27:00,2011-05-15 13:27:00,1,1028.56,0,One-time
15334.0,2011-06-19 13:51:00,2011-07-06 11:22:00,3,351.67,16,Returning
15335.0,2011-10-17 12:50:00,2011-10-17 12:50:00,1,173.97,0,One-time
15339.0,2011-01-25 13:15:00,2011-10-04 12:51:00,2,574.07,251,Returning
15341.0,2011-09-20 09:40:00,2011-09-20 09:40:00,1,2020.52,0,One-time
15342.0,2011-08-02 10:19:00,2011-08-02 10:19:00,1,406.09,0,One-time
15343.0,2011-09-13 13:55:00,2011-09-13 13:55:00,1,364.5,0,One-time
15344.0,2011-09-26 14:48:00,2011-12-09 10:45:00,3,563.94,73,Returning
15345.0,2011-10-25 11:28:00,2011-10-25 11:28:00,1,393.54,0,One-time
15346.0,2011-01-11 11:18:00,2011-01-11 11:18:00,1,252.42,0,One-time
15347.0,2010-12-08 15:25:00,2010-12-08 15:25:00,1,201.6,0,One-time
15348.0,2011-09-28 13:17:00,2011-09-28 13:17:00,1,158.04,0,One-time
15349.0,2011-06-05 15:46:00,2011-07-04 16:06:00,2,473.81,29,Returning
15350.0,2010-12-01 13:33:00,2010-12-01 13:33:00,1,115.65,0,One-time
15351.0,2010-12-05 11:49:00,2011-11-27 12:52:00,7,1960.11,357,Returning
15353.0,2010-12-07 11:49:00,2011-03-30 12:15:00,2,777.02,113,Returning
15355.0,2011-10-17 15:22:00,2011-11-10 13:44:00,2,277.05,23,Returning
15356.0,2010-12-06 14:05:00,2011-11-08 13:11:00,10,2766.5,336,Returning
15358.0,2010-12-09 10:04:00,2011-12-05 09:04:00,22,8347.2,360,Returning
15360.0,2011-10-31 09:35:00,2011-10-31 09:35:00,1,427.93,0,One-time
15361.0,2010-12-13 09:52:00,2010-12-13 09:52:00,1,418.92,0,One-time
15363.0,2010-12-02 12:28:00,2010-12-02 12:28:00,1,326.0,0,One-time
15364.0,2011-03-30 13:39:00,2011-09-05 09:46:00,2,913.19,158,Returning
15365.0,2011-01-28 13:08:00,2011-11-14 08:29:00,7,2314.32,289,Returning
15366.0,2010-12-16 15:59:00,2011-09-25 15:01:00,2,602.51,282,Returning
15367.0,2011-03-09 13:53:00,2011-10-13 14:13:00,4,1877.59,218,Returning
15368.0,2011-11-18 14:42:00,2011-11-18 14:42:00,1,446.94000000000005,0,One-time
15370.0,2011-01-11 11:32:00,2011-10-30 10:58:00,7,2386.05,291,Returning
15372.0,2011-07-25 16:39:00,2011-07-25 16:39:00,1,2007.4,0,One-time
15373.0,2010-12-03 14:40:00,2011-12-01 15:05:00,12,2415.91,363,Returning
15374.0,2011-08-03 09:59:00,2011-08-03 09:59:00,1,168.0,0,One-time
15376.0,2011-05-01 13:45:00,2011-10-30 15:04:00,3,1233.36,182,Returning
15379.0,2010-12-16 13:02:00,2011-06-23 13:13:00,7,3703.29,189,Returning
15380.0,2010-12-09 15:01:00,2011-12-01 12:13:00,5,1690.26,356,Returning
15381.0,2011-03-16 13:44:00,2011-05-10 11:55:00,2,596.85,54,Returning
15382.0,2011-02-17 12:01:00,2011-11-25 10:58:00,6,5955.71,280,Returning
15384.0,2010-12-15 11:34:00,2011-06-23 10:57:00,2,642.41,189,Returning
15385.0,2011-10-30 15:11:00,2011-10-30 15:11:00,1,316.88,0,One-time
15386.0,2011-06-06 13:47:00,2011-06-06 13:47:00,1,394.14,0,One-time
15388.0,2011-03-14 13:53:00,2011-03-14 13:53:00,1,140.54,0,One-time
15389.0,2011-06-20 16:18:00,2011-06-20 16:18:00,1,500.0,0,One-time
15392.0,2010-12-14 15:50:00,2011-12-05 11:01:00,4,1535.53,355,Returning
15393.0,2011-03-03 16:58:00,2011-11-23 16:48:00,2,231.86,264,Returning
15394.0,2010-12-16 12:46:00,2011-11-30 11:49:00,4,2183.54,348,Returning
15395.0,2011-01-18 12:40:00,2011-01-18 12:40:00,1,107.45,0,One-time
15396.0,2011-08-19 10:56:00,2011-08-19 10:56:00,1,288.18,0,One-time
15397.0,2011-02-23 09:25:00,2011-02-23 09:25:00,1,94.0,0,One-time
15398.0,2011-09-22 14:56:00,2011-11-23 16:47:00,2,1345.53,62,Returning
15399.0,2011-09-21 15:57:00,2011-12-08 13:04:00,3,815.77,77,Returning
15400.0,2011-03-06 11:27:00,2011-09-08 13:57:00,5,716.2,186,Returning
15402.0,2011-05-27 13:32:00,2011-07-14 12:17:00,2,626.77,47,Returning
15405.0,2011-06-03 14:44:00,2011-06-03 14:44:00,1,349.1,0,One-time
15406.0,2011-02-11 16:19:00,2011-11-08 13:22:00,2,510.71,269,Returning
15407.0,2011-02-07 13:18:00,2011-11-06 11:55:00,4,1056.44,271,Returning
15408.0,2011-03-20 15:02:00,2011-03-20 15:02:00,1,267.18,0,One-time
15410.0,2011-03-23 10:15:00,2011-09-16 14:47:00,8,3450.84,177,Returning
15411.0,2011-06-10 12:30:00,2011-11-13 15:19:00,4,1358.88,156,Returning
15412.0,2011-06-21 15:24:00,2011-06-21 15:24:00,1,190.53,0,One-time
15414.0,2011-04-11 13:45:00,2011-11-30 09:50:00,3,774.9000000000001,232,Returning
